id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_category,review_year,review_month,review_day,review_dayofweek,availability_category,review_frequency,host_type,log_price,has_review,review_quarter,days_since_last_review,review_recency_score,availability_rate,is_highly_available,is_rarely_available,avg_days_between_reviews,booking_frequency_score,is_high_season,is_low_season,season,distance_to_times_square,distance_to_central_park,distance_to_empire_state_building,distance_to_statue_of_liberty,distance_to_brooklyn_bridge,distance_to_yankee_stadium,distance_to_nearest_attraction,neighborhood_listing_count,neighborhood_avg_price,price_ratio_to_neighborhood_avg,borough_avg_price,price_ratio_to_borough_avg,geo_cluster,geo_cluster_avg_price,price_ratio_to_cluster_avg,location_premium_score,host_total_listings,is_professional_host,is_single_listing_host,review_volume,popularity_score,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,room_type_avg_price,price_ratio_to_room_type_avg,minimum_nights_category,is_short_term,is_long_term,room_borough_interaction,room_borough_avg_price,avail_bin,room_availability_interaction,premium_property_score,has_premium_luxury,has_premium_luxurious,has_premium_premium,has_premium_upscale,has_premium_elegant,has_premium_stylish,has_premium_high-end,has_premium_exclusive,has_premium_modern,has_premium_newly,has_premium_renovated,has_premium_designer,has_location_central,has_location_heart,has_location_downtown,has_location_prime,has_location_center,has_location_minutes,has_location_close,has_location_near,has_location_walking,has_location_distance,has_location_steps,has_location_park,has_location_subway,has_view_view,has_view_panoramic,has_view_skyline,has_view_river,has_view_park,has_view_overlooking,has_view_facing,has_view_scenic,has_view_stunning,has_view_breathtaking,has_amenity_wifi,has_amenity_pool,has_amenity_doorman,has_amenity_elevator,has_amenity_gym,has_amenity_fitness,has_amenity_parking,has_amenity_kitchen,has_amenity_washer,has_amenity_dryer,has_amenity_balcony,has_amenity_terrace,has_amenity_patio,has_amenity_garden,has_size_spacious,has_size_large,has_size_bigger,has_size_huge,has_size_giant,has_size_cozy,has_size_roomy,has_size_airy,premium_keyword_count,location_keyword_count,view_keyword_count,amenity_keyword_count,size_keyword_count,total_keyword_count,name_character_count,name_word_count,marketing_appeal_score,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
35646737,"Private Cabins @ Chelsea, Manhattan",117365574,Maria,Manhattan,Chelsea,40.74946,-73.99627,Private room,85,1,1,2019-06-22,1.0,5,261,Economy,2019,6,22,5,Highly Available,Low,Few Listings,4.454347296253507,1,2,16,0.9947089947089947,0.7150684931506849,1,0,16.0,0.9947089947089947,1,0,Summer,1.3132916514635042,4.3292081204022645,0.8981708462171125,7.837055325661187,4.821704275346506,10.686768223350402,0.8981708462171125,1106,228.7377938517179,0.37160452834961893,185.52557988795778,0.45815784568000284,1,157.03422697272356,0.5412832707786964,0.5746092730635307,5,0,0,Few,0.00934192110662699,False,True,False,86.79041728295459,0.9793707953135257,Single Night,1,0,Private room_Manhattan,112.40963250972031,High,Private room_High,0.4151853582510473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0.0,False,True,False
3137906,Lovely room in Williamsburg,3814039,Natalie,Brooklyn,Williamsburg,40.70921,-73.95178,Private room,64,3,47,2019-06-10,0.77,1,282,Economy,2019,6,10,0,Always Available,Low,Single Listing,4.174387269895637,1,2,28,0.9907407407407407,0.7726027397260274,1,0,0.5957446808510638,0.9998029944838456,1,0,Summer,6.1241431605490435,8.100404053560641,5.211463629260369,8.126967966439032,3.818899764182224,13.558970566751208,3.818899764182224,3917,142.0824610671432,0.4504426480180114,120.22784305915157,0.5323226165549046,0,144.73425314937012,0.4421897277761199,0.5273120436740275,1,0,1,Many,0.04394208688326336,False,True,False,86.79041728295459,0.7374085988243017,Short Stay,1,0,Private room_Brooklyn,74.5852093206951,High,Private room_High,0.41137623916718724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0.0,False,True,False
27705293,Studio Apartment in historic Sugar Hill townhouse,12104046,Paula,Manhattan,Harlem,40.82862,-73.93832,Entire home/apt,85,2,23,2019-07-01,2.24,2,16,Economy,2019,7,1,0,Rarely Available,High,Few Listings,4.454347296253507,1,3,7,0.9976851851851852,0.043835616438356165,0,1,0.30434782608695654,0.9998993558776168,1,0,Summer,8.799871299852501,5.781760207679173,9.77130346382928,17.897376423686886,14.489317769460255,1.0255473327431865,1.0255473327431865,2655,115.07834274952918,0.7386272513934665,185.52557988795778,0.45815784568000284,1,157.03422697272356,0.5412832707786964,0.5620899747315177,2,0,0,Many,0.037428288016523314,True,False,False,200.6470773966926,0.42362939496970275,Short Stay,1,0,Entire home/apt_Manhattan,233.39540544652365,Low,Entire home/apt_Low,0.5798554788244124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0.0,True,False,False
35154803,Modern City Suites - Near Central Park,231281049,The Manhattan Club,Manhattan,Midtown,40.7655,-73.98237,Private room,399,1,1,2019-06-22,1.0,4,346,Premium,2019,6,22,5,Always Available,Low,Few Listings,5.991464547107982,1,2,16,0.9947089947089947,0.947945205479452,1,0,16.0,0.9947089947089947,1,0,Summer,0.8746348645365295,2.1985414601170064,1.922008862914706,9.9695096144699,6.7174759236667,8.553288565813869,1.922008862914706,1543,278.1600777705768,1.4344258284579954,185.52557988795778,2.1506468285449545,1,157.03422697272356,2.5408473534199985,0.8464243210127131,4,0,0,Few,0.00934192110662699,False,True,False,86.79041728295459,4.597281733295255,Single Night,1,0,Private room_Manhattan,112.40963250972031,High,Private room_High,0.49672987263580204,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,5,38,7,0.6944444444444444,False,True,False
13992742,Cozy Studio in the Heart of Soho,83549989,Ezgi,Manhattan,NoHo,40.72618,-73.99523,Entire home/apt,215,3,2,2016-09-17,0.06,1,0,Premium,2016,9,17,5,,Very Low,Single Listing,5.375278407684165,1,3,1024,0.6613756613756614,0.0,0,1,512.0,0.8306878306878307,0,0,Fall,3.6319377192591102,6.579185015051233,2.597944865680919,5.844312135333978,2.237225876714921,12.885249877095465,2.237225876714921,78,295.71794871794873,0.7270441342235324,185.52557988795778,1.1588698449553014,0,144.73425314937012,1.485481116747903,0.6311744843532408,1,0,1,Few,0.002102645632057397,True,False,False,200.6470773966926,1.071533175511601,Short Stay,1,0,Entire home/apt_Manhattan,233.39540544652365,,Entire home/apt_nan,0.5899831389955894,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,32,7,0.19444444444444442,True,False,False
21734761,Spacious & Homey Williamsburg 1BR Apartment,3312235,Chris & Celia,Brooklyn,Williamsburg,40.71353,-73.96442,Entire home/apt,220,5,10,2019-06-23,0.5,1,349,Premium,2019,6,23,6,Always Available,Very Low,Single Listing,5.3981627015177525,1,2,15,0.9950396825396826,0.9561643835616438,1,0,1.5,0.9995039682539683,1,0,Summer,5.254138558133041,7.526600547380622,4.2718997468975255,7.272582776768925,2.859629106489003,13.301647273428172,2.859629106489003,3917,142.0824610671432,1.5483966025619142,120.22784305915157,1.829858994407485,0,144.73425314937012,1.5200271892304122,0.8139181769472632,1,0,1,Some,0.012222629869688693,True,False,False,200.6470773966926,1.0964525516862895,Week Stay,0,0,Entire home/apt_Brooklyn,171.6848999266478,High,Entire home/apt_High,0.6478422420450856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,43,6,0.05555555555555556,True,False,False
32564397,UES Prime Location 2 bed Doorman Gym laundry 5179,16098958,Jeremy & Laura,Manhattan,Upper East Side,40.77671,-73.95516,Entire home/apt,280,30,0,,0.0,96,332,Premium,2019,6,17,3,Always Available,,Professional Host,5.638354669333745,0,-1,3024,0.0,0.9095890410958904,1,0,3024.0,0.0,1,0,Summer,3.294967682003016,1.0774865369137205,4.065128997174928,12.302523137874024,8.60299759918958,6.3662428081353175,1.0774865369137205,1794,178.20903010033445,1.5711886195798028,185.52557988795778,1.5092258445929505,1,157.03422697272356,1.7830507743298236,0.8469040097887169,96,1,0,,0.0,True,False,False,200.6470773966926,1.3954850657825502,Month Stay,0,1,Entire home/apt_Manhattan,233.39540544652365,High,Entire home/apt_High,0.6540712029366151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,49,9,0.3055555555555556,True,False,False
30179548,GREENWICH Village Noho Luxury RooftopJuly4Th view,226715173,G,Manhattan,East Village,40.72828,-73.98823,Entire home/apt,125,2,1,2019-05-30,0.75,2,365,Standard,2019,5,30,3,Always Available,Low,Few Listings,4.836281906951478,1,2,39,0.9871031746031746,1.0,1,0,39.0,0.9871031746031746,0,0,Spring,3.312706699953498,6.16252819848229,2.247373519247049,6.432665264656662,2.572269986324371,12.418060682275252,2.247373519247049,1849,179.85073012439156,0.6950208092763664,185.52557988795778,0.67376153776471,0,144.73425314937012,0.8636518120627342,0.6276149836742341,2,0,0,Few,0.007205168969874852,True,False,False,200.6470773966926,0.6229844043672099,Short Stay,1,0,Entire home/apt_Manhattan,233.39540544652365,High,Entire home/apt_High,0.5904460457932327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,49,6,0.2777777777777778,True,False,False
13712266,Large Private Sun Drenched Bedroom in Ridgewood,69001602,Eugene,Queens,Ridgewood,40.70605,-73.89928,Private room,48,2,6,2018-05-13,0.17,1,0,Budget,2018,5,13,6,,Very Low,Single Listing,3.8918202981106265,1,2,421,0.8607804232804233,0.0,0,1,70.16666666666667,0.9767967372134039,0,0,Spring,9.281580604278435,10.094406935403926,8.672218252749355,12.385124381584305,8.228684434888295,13.92393151031506,8.228684434888295,423,77.18439716312056,0.6218873472388129,96.93042556948613,0.49520054944554465,2,92.98596176821984,0.5162069530414336,0.5261956293937893,1,0,1,Some,0.006222466810702105,False,True,False,86.79041728295459,0.5530564491182263,Short Stay,1,0,Private room_Queens,68.81726490655592,,Private room_nan,0.39972542886134743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,47,7,0.05555555555555556,False,True,False
15249063,Gorgeous 2 Bedroom apartment /Upper East side,12008116,Cristina,Manhattan,Upper East Side,40.77341,-73.95025,Entire home/apt,375,1,16,2019-06-23,0.51,1,110,Premium,2019,6,23,6,Moderately Available,Low,Single Listing,5.929589143389895,1,2,15,0.9950396825396826,0.3013698630136986,0,0,0.9375,0.9996899801587301,1,0,Summer,3.4276973378533073,1.61942857838818,4.080249259784177,12.277963587588596,8.453714347469354,6.56779931663137,1.61942857838818,1794,178.20903010033445,2.1042704726515216,185.52557988795778,2.0212846132941302,1,157.03422697272356,2.3880144299060135,0.9522581626018483,1,0,1,Many,0.01707757531286943,True,False,False,200.6470773966926,1.8689532131016298,Single Night,1,0,Entire home/apt_Manhattan,233.39540544652365,Medium,Entire home/apt_Medium,0.6908007213744153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0.0,True,False,False
